"V1" "V2" "Classe"
"1" 0.746296786517275 6.16934320276905 "2"
"2" -4.30198019223549 -1.79898469491398 "1"
"3" -7.28061818965853 -0.766834659823279 "1"
"4" 6.36440334695217 0.4050529252977 "2"
"5" -4.00314000084512 2.92085825291768 "1"
"6" -2.88723236287891 -4.08624966680509 "1"
"7" 4.92987893958203 1.83705316227309 "2"
"8" -3.92728054139416 1.35703061743949 "2"
"9" -0.614380320335801 -0.0231849142034384 "1"
"10" -1.83049760168077 3.05739155537069 "2"
"11" -3.21779840794647 -1.65542965099067 "1"
"12" 0.768071158965744 -4.1840602358715 "1"
"13" -6.42211437565349 4.80561214775735 "1"
"14" -6.34186651319637 0.193167688456128 "1"
"15" -6.55287919455651 -0.659313004395076 "1"
"16" -1.99178126966522 1.47564777188623 "1"
"17" -7.39971601805572 1.88962720285227 "1"
"18" -4.89044047925644 1.4550724937129 "1"
"19" -2.57241737917878 1.32139031040292 "1"
"20" 9.50737948698723 -10.7288810927574 "2"
"21" 12.8310271109019 -7.45870788873089 "2"
"22" 4.02208687558768 5.368902801499 "2"
"23" 2.61028382037858 -7.51798403693974 "2"
"24" 9.05264889009 -6.7249220405457 "2"
"25" -2.42110089883354 -1.86133873496044 "1"
"26" -10.402864718887 6.02614877038362 "2"
"27" 9.59200981044933 0.412268396445946 "2"
"28" -3.55942159408497 -2.01653057690446 "1"
"29" 0.728924271717398 -1.32095149042867 "2"
"30" -0.954967112038853 -4.75450954603712 "2"
"31" 3.9943289816945 6.84197280152336 "2"
"32" -3.51496772375382 2.54764817687091 "1"
"33" 10.5049975230439 3.61636109383095 "2"
"34" -4.47193847673365 -0.980488746595096 "2"
"35" -8.45918885419741 -12.7288039835912 "2"
"36" -3.68609358803911 2.46552505766982 "1"
"37" -3.73458874081972 -2.57252332479882 "1"
"38" 5.87667735517606 2.14968480939215 "2"
"39" 12.0519631326053 10.2806520789205 "2"
"40" -3.88483990333414 -4.55189623747756 "1"
"41" 11.2770214485907 3.37910541750046 "2"
"42" 9.64103666528415 0.664748608100533 "2"
"43" 1.10398597287873 -4.75996431226496 "2"
"44" -4.84106284849201 0.789818301939889 "1"
"45" -3.86061089409844 1.01962291644877 "1"
"46" -3.2543910902491 -2.58769175618746 "1"
"47" -0.945583874237578 0.885772231749004 "1"
"48" 1.95748605580042 5.20195799547028 "2"
"49" 0.310604339019971 -8.84319885005521 "2"
"50" -4.39745892495545 -2.46072103025342 "1"
"51" 8.3082913578203 0.18810902670363 "2"
"52" 9.03364542752488 -4.2585643988144 "2"
"53" -8.54762647254412 0.898887645905692 "1"
"54" -4.90031683070804 -1.06569825594783 "1"
"55" -6.69963750388996 -1.06592039198159 "1"
"56" -5.21876416857749 -1.08299239076601 "1"
"57" -4.05589502823271 5.59828101048993 "1"
"58" -5.56967475952766 -2.92620546904136 "1"
"59" 7.767327841568 10.422097670166 "2"
"60" 1.24867014737177 -5.58544644697103 "2"
"61" -4.24610406201364 0.0779993572210615 "1"
"62" 4.4095353806322 -8.06445388790902 "2"
"63" -3.76967808944378 0.873408102323684 "1"
"64" 2.02001539308047 -1.48728729042723 "2"
"65" 1.47402317545315 -7.32848476777098 "2"
"66" 12.6244434265863 2.98564616363672 "2"
"67" -0.529242630946056 -3.5137213821625 "2"
"68" -6.7714617396631 0.854812851333014 "1"
"69" 5.76004170920548 -13.5895588881705 "2"
"70" 14.40969962064 -1.45182541023154 "2"
"71" 5.10233553267485 3.21306240490547 "2"
"72" 5.33966065947034 -3.24569310299789 "2"
"73" 4.09535711146409 -1.41549498287233 "2"
"74" 13.8397729949889 -2.93751461566744 "2"
"75" 9.71356472310309 4.67998896304957 "2"
"76" -0.0132368112874799 2.65508857219196 "1"
"77" -5.90278825768494 3.68788192583032 "1"
"78" 2.21674241092332 8.30284881805027 "2"
"79" 0.403496661609077 0.819238702982394 "2"
"80" 1.99128612651344 12.3757953946775 "2"
"81" 9.77275216013213 1.14625713691412 "2"
"82" -3.28106581070243 -4.17725400650992 "1"
"83" 7.43950397097204 -0.741865492105806 "2"
"84" -5.632724169074 -0.842436157875462 "1"
"85" -4.56023416844693 -0.227735218826768 "1"
"86" -1.65377625790635 0.329035548996933 "1"
"87" 10.2249066574183 -5.26996751632741 "2"
"88" -4.58087999413075 3.12094985836771 "1"
"89" -7.28308463737494 1.05038404216949 "1"
"90" -3.5993178502 2.63406850544786 "1"
"91" -7.60600350957771 1.05950179724958 "1"
"92" 8.72763880030235 1.17177486126752 "2"
"93" -5.77552253810597 0.946370124019094 "1"
"94" -5.68909580035425 -2.36981602711451 "1"
"95" -1.29425694226848 -1.62502657276391 "1"
"96" 11.9252410667976 2.28296602693292 "2"
"97" 2.1891971324878 -1.32266663472079 "2"
"98" -5.34398071456705 0.332273136734054 "2"
"99" 5.40096786418474 -4.14087860112377 "2"
"100" -10.685006714878 -0.495699879024476 "1"
"101" -6.15697931782461 4.87358229350694 "1"
"102" -4.00372361310754 -0.559008046169324 "1"
"103" -2.9452722487295 -0.151858878170779 "1"
"104" -6.74571099585132 1.98083592994553 "1"
"105" 8.27976662674483 5.13088356967381 "2"
"106" -0.670626840482423 1.85589265628426 "2"
"107" 2.95740546592021 5.80956345810808 "2"
"108" 11.0408184945353 2.61430406961085 "2"
"109" 6.08317715770673 -1.84791425711857 "2"
"110" 13.995230115946 -0.942424369011574 "2"
"111" -4.41943975733072 0.99490823691819 "1"
"112" -4.2213800308534 -1.85950068707596 "1"
"113" 0.367981085737154 -1.27479248990793 "2"
"114" -6.87826036669518 -3.61046195314292 "1"
"115" -4.17461718096933 3.36942531355295 "2"
"116" 1.13345529053262 -0.6746989157527 "2"
"117" 6.30191112688999 -8.27919515346968 "2"
"118" 18.5027972659616 -11.0932791453161 "2"
"119" -5.26487539817098 0.388708100329007 "1"
"120" 17.5198628962993 -3.56509200016091 "2"
"121" -9.00352066629058 2.03823604045864 "1"
"122" -1.33979545299923 1.40581478367136 "2"
"123" 3.47301994952412 1.2963708413813 "2"
"124" -3.25179126865362 5.05952227009574 "1"
"125" -0.996264764981897 -5.46406195763137 "2"
"126" 7.21158115668682 -8.92454557184159 "2"
"127" -3.94111449919502 0.678153808803816 "1"
"128" 12.7965270761731 -0.388257725167251 "2"
"129" -11.4057705313449 1.63362179818244 "2"
"130" -7.30229352019425 -2.29765961459676 "1"
"131" -0.881080029180432 -0.631036653271233 "1"
"132" -4.02044431676838 -0.682283015936144 "1"
"133" -6.71186204163047 -2.11743866805123 "1"
"134" 9.8138619756366 3.18096714982498 "2"
"135" 8.41968520290401 3.01714644467905 "2"
"136" -1.41678845017197 -5.32660319823286 "2"
"137" 7.75788085290916 -6.20592976973673 "2"
"138" -3.38896906442994 0.173945349730742 "1"
"139" -8.49736163839006 -0.140859968829778 "1"
"140" -3.73342514664996 -2.65180278795255 "1"
"141" 0.0505688899356818 0.966603355341224 "2"
"142" 13.2023231681376 -1.81935660900062 "2"
"143" -9.28533515470385 2.77315096531331 "1"
"144" -3.39356049417016 -0.244343654571228 "1"
"145" -8.84272272539553 1.58653213278019 "1"
"146" -8.2879260715424 -0.141318088430763 "2"
"147" 5.06254344894647 -5.78474056718886 "2"
"148" 6.27726896549011 0.377086563824617 "2"
"149" 8.7341214940726 0.0847271294131259 "2"
"150" 7.36381616569569 -0.6054750713379 "2"
"151" -1.7910118642803 3.01044960351034 "2"
"152" 8.7169696287473 8.81180352145817 "2"
"153" -5.86299256341058 -1.7942554899855 "1"
"154" -5.54157025545172 2.47219987079963 "1"
"155" -2.97093718903925 1.48417843405085 "1"
"156" 0.709630876448039 1.55343843877772 "2"
"157" -7.98016654705669 2.26901956971368 "1"
"158" 3.30865194354727 0.584553665208963 "2"
"159" -2.815918326254 -3.22257013777162 "1"
"160" -2.03575752675055 0.479072541140593 "2"
"161" -7.72705378601283 -1.4091726913656 "1"
"162" 6.95022865848188 -6.99079618268998 "2"
"163" -5.99150845341321 -0.685181161563198 "2"
"164" -5.43463259816718 0.272349736315008 "1"
"165" 6.90636042594576 -1.55463149521659 "2"
"166" -2.50820706868348 1.2036472576338 "1"
"167" -8.14749296805898 -0.364935328684505 "1"
"168" -4.90536372500285 0.0142222367171283 "1"
"169" 8.73143097179238 12.6090917460139 "2"
"170" -1.07299505069169 -3.30737520892748 "2"
"171" 19.3000150718248 -4.82479119587041 "2"
"172" -2.69727963346217 -5.28367425387328 "2"
"173" 3.83109974532451 10.8243924889501 "2"
"174" -2.71057545199039 1.67666683802627 "1"
"175" 9.98210055191934 0.877909819150524 "2"
"176" -4.34177690453931 0.181979343229436 "1"
"177" -3.33460919240023 -2.3083837213217 "1"
"178" -0.528911592169303 -1.70855079554355 "2"
"179" -2.58981070210906 8.58137280246235 "2"
"180" -5.91062235066085 -2.62308675804865 "1"
"181" -3.80127485556064 -2.93072936819323 "1"
"182" 5.45579816819163 -2.15627901291961 "2"
"183" 7.91967141251359 -7.34122183794062 "2"
"184" -5.73004041586055 4.10218174386018 "2"
"185" 10.1267285960629 -1.36832569568411 "2"
"186" 8.82190288771645 4.40638579499869 "2"
"187" 3.92636554382065 -1.89816237281369 "2"
"188" 1.3082773067809 -9.67972854994214 "2"
